name,company,company_size,field,workarea,salary,background,education
中级测试工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,10k-14k,3-5年,本科
高级通用测试工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,18k-28k,5-10年,本科
后端开发工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,20k-28k,5-10年,本科
高级测试,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,18k-28k,5-10年,本科
高级测试工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,18k-28k,3-5年,硕士
devops开发工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,25k-40k,5-10年,本科
后端开发工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,20k-30k,5-10年,本科
中级测试工程师（安全领域）,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,10k-16k,3-5年,本科
测试中级,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,10k-14k,3-5年,本科
高级嵌入式软件开发工程师,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,20k-30k,5-10年,本科
测试工程师中级,上海沃点网络科技有限公司,150-500人,"数据服务,软件开发",上海,10k-14k,3-5年,本科
WMS产品经理 (MJ001309),广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,18k-30k,3-5年,本科
测试工程师-广州（2021届）(MJ002051),广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,13k-16k,应届毕业生,本科
PAAS运维开发工程师,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",深圳,20k-35k,3-5年,本科
java架构师/资深开发,北京点石经纬科技有限公司,500-2000人,"移动互联网,教育",北京,25k-40k,5-10年,大专
数据开发工程师 (MJ001374),广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,10k-20k,1-3年,本科
高级Java工程师,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,15k-30k,5-10年,本科
产品经理（财务方向）,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,15k-30k,3-5年,本科
高级测试工程师,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",南京,12k-20k,3-5年,本科
高级产品经理（仓储/物流方向）,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,20k-35k,5-10年,不限
大数据开发,北京点石经纬科技有限公司,500-2000人,"移动互联网,教育",北京,18k-30k,3-5年,本科
PHP工程师 (MJ000776),广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,10k-18k,1-3年,本科
高级交互设计师,北京点石经纬科技有限公司,500-2000人,"移动互联网,教育",北京,15k-25k,3-5年,本科
项目经理PMO,北京点石经纬科技有限公司,500-2000人,"移动互联网,教育",北京,18k-30k,5-10年,本科
资深前端工程师 (MJ001834),广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,18k-30k,5-10年,本科
前端工程师-广州（2021届）,广州希音供应链管理有限公司,2000人以上,"电商,移动互联网",广州,13k-16k,应届毕业生,本科
高级Java架构师,互动峰科技（北京）有限公司,500-2000人,医疗丨健康,北京,30k-50k,5-10年,本科
前端架构师,互动峰科技（北京）有限公司,500-2000人,医疗丨健康,北京,35k-50k,5-10年,本科
资深搜索产品经理,互动峰科技（北京）有限公司,500-2000人,医疗丨健康,北京,20k-40k,3-5年,本科
项目经理（PMO）,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,15k-25k,1-3年,大专
项目助理,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,6k-10k,1-3年,大专
销售经理,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",上海,15k-25k,3-5年,大专
云交付运维,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,12k-20k,1-3年,大专
商务专员（偏销售）,深圳市华云中盛科技股份有限公司,500-2000人,"数据服务,移动互联网",深圳,5k-10k,1-3年,大专
cocos游戏开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,15k-25k,3-5年,本科
课程策划,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,8k-12k,1-3年,本科
高级软件测试工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,10k-15k,3-5年,本科
ios高级开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,10k-20k,3-5年,本科
android高级开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,10k-20k,3-5年,本科
动画导演,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,15k-20k,3-5年,本科
web前端开发工程师,广州简知信息科技有限公司,150-500人,"移动互联网,文娱丨内容",广州,12k-20k,3-5年,本科
3D主美-角色建模,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,25k-35k,5-10年,大专
资深u3d开发工程师,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,18k-28k,不限,本科
视频分镜师,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,10k-15k,不限,大专
Maya绑定师,厦门梦加网络科技股份有限公司,150-500人,"移动互联网,游戏",深圳,10k-15k,不限,大专
JAVA架构师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,50-150人,移动互联网 电子商务,深圳,25k-35k,5-10年,本科
高级前端开发工程师,屈臣氏珠海横琴管理咨询有限公司深圳分公司,50-150人,移动互联网 电子商务,深圳,20k-30k,5-10年,本科
核算会计,义乌市促佳贸易有限公司杭州分公司,500-2000人,电商,杭州,7k-10k,3-5年,本科
测试工程师,义乌市促佳贸易有限公司杭州分公司,500-2000人,电商,杭州,10k-15k,3-5年,本科
高级商业产品经理（营销）(J10193),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,20k-40k,3-5年,本科
广告算法高级工程师(J10146),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,25k-50k,3-5年,本科
商业产品运营经理-信息流运营(J16817),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,15k-30k,1-3年,本科
商业产品运营-优化及售后方向(J17107),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,15k-30k,1-3年,本科
高级数据分析师(J12211),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,15k-30k,1-3年,本科
高级商业产品经理（策略方向）(J10189),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,20k-40k,3-5年,本科
高级商业产品经理-反作弊方向(J11903),瑞庭网络技术（上海）有限公司,500-2000人,移动互联网,北京,15k-30k,1-3年,本科
BD渠道推广,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,12k-20k,3-5年,本科
客户端游戏开发,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,18k-25k,3-5年,本科
前端开发工程师,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,8k-16k,1-3年,本科
sem专员,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,6k-12k,1-3年,本科
产品运营,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,12k-20k,3-5年,本科
产品策划,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,15k-25k,3-5年,本科
TLL-服务端开发,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,15k-25k,3-5年,本科
社群运营,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,6k-10k,1-3年,本科
产品经理（语音聊天室）,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,10k-16k,1-3年,本科
用户运营专家,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,15k-25k,5-10年,本科
区域大客户经理（外包）,上海悟景信息科技有限公司,50-150人,"移动互联网,企业服务",北京,20k-30k,5-10年,大专
直播运营,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,6k-10k,1-3年,本科
陪玩运营,广州爱拍网络科技有限公司,150-500人,文娱丨内容,广州,5k-10k,1-3年,本科
资深u3d开发工程师,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,20k-40k,5-10年,本科
高级技术经理/技术总监,杭州边锋网络技术有限公司,2000人以上,"移动互联网,游戏",杭州,25k-40k,5-10年,本科
电商运营主管,成都天府星空网络科技有限公司,500-2000人,"电商,移动互联网",成都,5k-10k,3-5年,本科
销售管理培训生（互联网B2B/行业龙头）,北京瑞达恒建筑咨询有限公司广州分公司,500-2000人,企业服务,上海,10k-15k,不限,本科
大客户销售顾问（B2B/互联网/行业龙头）,北京瑞达恒建筑咨询有限公司广州分公司,500-2000人,企业服务,上海,10k-15k,应届毕业生,本科
销售管理培训生（互联网B2B/行业龙头）,北京瑞达恒建筑咨询有限公司广州分公司,500-2000人,企业服务,上海,10k-15k,应届毕业生,本科
DBA工程师,慧博云通科技股份有限公司,2000人以上,"软件开发,其他",广州,13k-18k,3-5年,大专
UI设计师,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,10k-15k,3-5年,本科
产品经理,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,15k-25k,3-5年,本科
高级Android开发工程师（南京）,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",南京,15k-25k,3-5年,本科
高级运营经理,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,20k-40k,5-10年,本科
数据中台负责人,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,20k-35k,5-10年,本科
产品经理/负责人,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,18k-30k,5-10年,本科
c++（网络协议方向）,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,20k-35k,5-10年,本科
Content Marketing Writer,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,7k-11k,1-3年,本科
游戏测试工程师,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,10k-15k,3-5年,本科
游戏测试组长,杭州腾展科技股份有限公司,150-500人,"移动互联网,社交",杭州,15k-22k,5-10年,本科
广告视频素材设计师（游戏）,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,15k-25k,1-3年,本科
高级Android开发工程师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",广州,25k-40k,3-5年,本科
三维场景美术师,上海维塔士电脑软件有限公司,500-2000人,游戏,成都,4k-6k,3-5年,大专
项目管理助理（项目管理部）,上海维塔士电脑软件有限公司,500-2000人,游戏,成都,6k-12k,3-5年,本科
原画美术师(Concept Artist),上海维塔士电脑软件有限公司,500-2000人,游戏,成都,4k-8k,不限,大专
主程序员-游戏开发Lead Engineer,上海维塔士电脑软件有限公司,500-2000人,游戏,成都,15k-20k,5-10年,本科
游戏广告视频设计师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,15k-30k,3-5年,本科
Game QA Intern 游戏测试实习生,上海维塔士电脑软件有限公司,500-2000人,游戏,成都,1k-2k,应届毕业生,大专
高级unity3d开发工程师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,25k-40k,3-5年,本科
高级2D动画特效师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,15k-30k,3-5年,本科
游戏ui设计师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",广州,15k-25k,3-5年,本科
海外内容运营经理,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,20k-40k,3-5年,本科
游戏（资深）开发程序员,上海维塔士电脑软件有限公司,500-2000人,游戏,成都,7k-14k,不限,本科
游戏UI设计师,上海触乐信息科技有限公司,500-2000人,"移动互联网,数据服务",上海,15k-25k,1-3年,本科
android开发工程师,九州通医药集团股份有限公司,2000人以上,电商,武汉,10k-17k,5-10年,本科
产品经理,北京天天乐学教育科技有限公司,150-500人,"移动互联网,教育",北京,12k-18k,1-3年,本科
测试工程师,北京天天乐学教育科技有限公司,150-500人,"移动互联网,教育",北京,10k-15k,1-3年,本科
产品助理,深圳微盐传媒科技有限公司,150-500人,"移动互联网,广告营销",深圳,4k-6k,1-3年,本科
高级java后端开发工程师,北京天天乐学教育科技有限公司,150-500人,"移动互联网,教育",北京,15k-30k,1-3年,本科
文案策划（活动策划）,深圳微盐传媒科技有限公司,150-500人,"移动互联网,广告营销",深圳,5k-10k,1-3年,大专
插画师,北京天天乐学教育科技有限公司,150-500人,"移动互联网,教育",北京,10k-15k,3-5年,本科
